County Name,Unemployment Rate,Median Household Income,Pop. Below Poverty Line,Ratio of Income 80th vs 20th Percentile:,Banking Institutions Per 10000 Pop.,Household Spending <30% of income on housing,High-Speed Internet,Preschool Enrollment,On-time HS Graduation,Associate Degree or Higher,Violent Crime per 100000 Pop.,Youth Not In School Or Working,Primary Care Providers Per 100000 Pop.,Grocery Stores and Supermarkets per 10000 Pop.
"Powell, Montana",5.5,38191,15.3,3.8,1.8,64.5,4,None,87,30.9,267.9,29.9,47.2,1.8
"Prairie, Montana",3.4,35602,21.5,None,7.3,75.8,4,None,83,33.5,60.5,None,128.1,1.8
"Ravalli, Montana",4.9,36212,16.8,4.6,4.4,61.7,3,58,89,31.2,247.6,16.4,137.2,2.9
"Richland, Montana",5.6,54393,14.2,4.7,5.9,70.4,3,None,85,20.8,382.7,None,95.2,0.9
"Roosevelt, Montana",4.9,34557,26.6,5,6.3,84.4,4,33.7,53,22.5,354.2,41.8,53.9,4.5
"Rosebud, Montana",5.5,45667,17.3,4.6,2.8,73.5,3,None,93,17.8,119.1,26.9,28.3,1.8
"Sanders, Montana",4.2,30777,22,3.9,6,69.1,4,None,75,37.6,115,24.8,144.6,2
"Sheridan, Montana",3,45552,None,4.4,8.7,82.8,4,None,None,26.2,218.4,None,52.3,5.2
"Silver Bow, Montana",3.8,36185,19.1,4.8,4.9,73.5,4,39,78,30.1,274.9,11.7,165.2,2
"Stillwater, Montana",6.7,54200,7.8,4,5.8,71.3,3,None,86,18.7,217.7,None,28.9,2.9
"Sweet Grass, Montana",1.9,42998,None,4.4,15.4,82.8,4,None,None,27.1,51,None,57.7,7.7
"Teton, Montana",7.9,40554,15.1,4.5,0,75.8,4,None,None,16.5,None,None,49.2,0
"Toole, Montana",7.8,43966,16.3,4,3.6,61.8,3,None,77,16.7,640,30.2,99.1,3.2
"Treasure, Montana",5.9,34730,None,3.3,6.6,76.9,4,None,94,28.1,247.9,0,77.8,1.8
"Valley, Montana",5.9,44162,13.5,4.9,4.3,66.5,3,None,91,22,64.3,None,174.3,2.4
"Wheatland, Montana",4.6,29828,None,None,3.4,66.3,3,None,85,33.8,135.9,None,143.1,1.4
"Wibaux, Montana",5.7,39195,None,None,3.7,67,3,None,68,16.2,776.4,None,21.4,1.6
"Yellowstone, Montana",2.9,48056,12.3,4.3,4,70.6,4,43.2,83,36,260.1,10.8,346,1.2
"Adams, Nebraska",2.6,46276,12.8,4,5.4,77,4,48.8,87,31.1,154.6,None,193.2,1.9
"Antelope, Nebraska",2.2,40733,11,4.1,9.3,78.9,3,38.7,None,28.3,45.8,None,46.5,6.2
"Arthur, Nebraska",3.7,37972,None,4.4,8.8,76.6,4,None,None,34.3,19.8,None,0,2.9
"Banner, Nebraska",4.4,None,None,4.8,4.4,70,3,None,95,20.3,168.5,None,57,1.3
"Blaine, Nebraska",7,40170,None,2.6,1.4,68.9,4,None,59,16.2,419.9,None,29.7,1.1
"Boone, Nebraska",2,42350,9.7,3.9,13,82.1,4,44.6,90,24.8,None,None,148.8,7.4
"Box Butte, Nebraska",2.7,43405,23.9,4.9,9.7,76.6,4,66.9,88,26.9,184.9,None,61.9,3.5
"Boyd, Nebraska",5.7,38637,10.5,3.6,2.1,71.9,3,None,68,17.5,282.9,None,63.7,1.1
"Brown, Nebraska",2.5,31494,15.6,4.1,12.6,80.5,3,None,None,26.6,None,None,42.1,4.2
"Buffalo, Nebraska",2,47701,13.6,4.2,5.4,73.3,4,46.8,83,40.4,132.5,4.2,260.1,1.5
"Burt, Nebraska",3,43821,9.7,4.2,7.6,77.1,4,48.3,None,30.3,84.4,None,45.6,3
"Butler, Nebraska",2.3,47031,9.4,3.5,9.6,81,4,69.7,None,25.7,35.4,None,96.1,2.4
"Cass, Nebraska",2.8,60557,6.4,3.4,6.7,74.8,4,51.5,96,33.8,72.3,11.3,78.8,3.2
"Cedar, Nebraska",2.1,44964,10.1,4.2,15,77.4,4,42,None,27.3,45.2,None,23,4.6
"Chase, Nebraska",2.1,42691,12.8,3.5,24.8,78.8,4,None,None,24.4,47.4,None,198.1,9.9
"Cherry, Nebraska",10.5,42554,13,4.1,5.3,58.1,4,None,88,33.9,533.2,None,100.7,5.3
"Cheyenne, Nebraska",3.9,48231,14,3.9,4.1,78.6,2,None,92,15.5,174.2,None,35,2.3
"Clay, Nebraska",4.9,43790,9,3.6,4.9,71.5,3,None,75,27.3,192.1,None,104.3,2
"Colfax, Nebraska",3.6,48452,15.5,3.8,5.4,79.9,4,None,90,23.8,128,None,40.3,0.7
"Cuming, Nebraska",9.4,44460,11.6,4,9.5,67.3,4,None,None,22.8,163.7,None,52.5,7.4
"Custer, Nebraska",5.5,42001,9.6,3.9,3.4,73.2,3,None,91,21.8,416.9,None,91.9,2.1
"Dakota, Nebraska",5.5,44057,16.9,4.1,6.9,77.3,3,None,93,20.5,256.8,None,0,2.3
"Dawes, Nebraska",6.2,37776,19.3,5.3,4.5,69.2,2,None,88,19.8,297.2,None,61.3,1.7
"Dawson, Nebraska",2.7,43129,14.8,3.5,7.9,74.2,4,29.5,85,22.9,145.7,14.8,82.8,1.7
"Deuel, Nebraska",6.4,42047,13.5,3.8,3.5,63.2,2,None,77,27,479.3,0,118.8,1.4
"Dixon, Nebraska",2.9,44296,11.2,3.7,8.6,80.7,4,56.5,None,24.6,101.8,None,51.4,3.4
"Dodge, Nebraska",2.7,45514,10.7,3.6,7.6,76.2,3,37.2,85,26.5,126.5,None,117.4,1.9
"Douglas, Nebraska",2.8,49912,14.3,4.6,4.9,67.6,4,46.2,83,43.3,477.7,8.8,519.2,1.8
"Dundy, Nebraska",4.1,44396,None,3.3,4.2,82.2,4,None,93,18.5,135.4,None,42.1,2.1
"Fillmore, Nebraska",2.9,45362,8.8,3.4,14.1,82.9,4,64.6,None,31.4,None,None,88,7
"Franklin, Nebraska",9.6,40258,12.9,4.1,4.8,78.6,3,None,88,15.8,217.5,None,34.6,2.1
"Frontier, Nebraska",2,47013,12,4,14.7,80.7,3,52.8,None,33,None,None,0,14.7
"Furnas, Nebraska",4.5,37069,16.2,4.3,4.4,65.2,4,None,75,37.6,110.6,None,427.1,7
"Gage, Nebraska",3.2,44604,11.7,4.2,10.1,76.1,4,59.5,84,32.3,247.7,None,96.3,1.8
"Garden, Nebraska",5.9,36878,None,3.7,4.8,72,3,None,93,20.1,385.4,None,13.7,0
"Garfield, Nebraska",2,39211,None,3.3,9.8,81.8,3,72.5,None,21,None,0,49.2,9.8
"Gosper, Nebraska",7.4,42956,None,None,5.9,75.9,3,None,93,13.2,183.3,None,41.3,3
"Grant, Nebraska",4.6,41340,None,None,2.5,74.9,5,None,78,32.3,189.6,0,61.8,1.2
"Greeley, Nebraska",6.1,42073,12.1,4.7,5,69.4,2,None,93,26.6,None,None,30.2,4
"Hall, Nebraska",2.7,45595,13.7,3.7,6.7,74.4,4,43.3,87,26.6,280.9,11.8,169.1,1.8
"Hamilton, Nebraska",3.1,52477,10.1,3.7,5.4,75.6,4,None,None,28.7,210.8,None,32.2,4.3
"Harlan, Nebraska",3.9,42981,12.1,3.6,5.5,76.8,3,None,66,22.4,180.9,None,110.4,1.7
"Hayes, Nebraska",2.7,45981,None,2.9,5.2,88.3,3,None,80,18.5,18,None,26.1,5.2
"Hitchcock, Nebraska",6.8,37161,15.5,3.9,6.7,72.5,3,None,83,17.2,389.9,None,66.9,2.5
"Holt, Nebraska",4.1,41584,10.2,4.1,9.2,72.7,4,None,None,22.1,151.6,None,55.2,3.7
"Hooker, Nebraska",8,36810,None,3.1,2,71.2,2,None,68,18.5,355.9,None,51.1,2
"Howard, Nebraska",2.3,45946,None,3.8,7.9,75.9,3,63.8,None,27.1,None,None,94.6,4.7
"Jefferson, Nebraska",2.2,41973,13.6,3.9,13.3,78,4,81.5,90,25.4,None,None,66.3,2.7
"Johnson, Nebraska",5.4,39653,13.7,4.6,2.3,64.8,3,None,73,13,None,None,22.9,1.1
"Kearney, Nebraska",6.9,52852,4.9,3.2,4.3,67.3,3,None,87,22,None,None,36.6,2.7
"Keith, Nebraska",3.6,39284,11.2,4.1,4.6,71.9,3,None,93,22.5,158.8,None,30.9,2.1
"Keya Paha, Nebraska",4.2,34560,None,3.8,2.7,68.1,4,None,None,36.8,71.6,None,80.5,2.7
"Kimball, Nebraska",5.7,39481,None,4.2,2.8,71.9,3,None,88,17.6,None,None,37.8,0.9
"Knox, Nebraska",2.5,39527,14,4.1,12.9,78.5,3,42,None,27.8,7.7,None,58.4,7
"Lancaster, Nebraska",2.1,48273,15.2,4.4,6,69.4,4,42.6,84,47.3,387.7,6.3,216.6,1.6
"Lincoln, Nebraska",2.5,45076,11.4,4.4,6.6,74.8,4,51.4,83,30.1,190.3,11.5,221.7,2.5
"Logan, Nebraska",6.2,41574,None,None,2.2,74.8,3,None,92,15.6,144.6,0,22,2.2
"Loup, Nebraska",3.2,35685,None,3.7,5,69.8,3,None,92,15.4,106,None,25,2.5
"McPherson, Nebraska",8.6,51411,None,None,3.3,66.3,3,None,None,28.3,440,None,43.9,5.5
"Madison, Nebraska",2.3,43586,14.2,4.5,9.1,74.2,3,64.2,81,35.4,110.2,None,229.8,2
"Merrick, Nebraska",4.8,47604,12.6,3.6,2.4,67.8,3,None,91,14.1,68.6,None,58.8,2.4
"Morrill, Nebraska",4.4,41077,13.8,3.5,6.9,86.8,4,None,95,18.4,38.8,None,11.5,0
"Nance, Nebraska",3.9,41452,12.6,3.8,1.1,79.5,4,None,93,26.8,40.6,None,102.5,1.1
"Nemaha, Nebraska",3.1,39941,10.4,5.1,11.1,78.7,4,49.8,92,35.3,59.4,None,83.6,5.6
"Nuckolls, Nebraska",2,35188,11.1,3.6,13.7,82.9,4,78.6,None,23.1,66.4,None,113.8,4.6
"Otoe, Nebraska",2.8,47625,10.5,4.5,9,78.4,4,None,None,27.6,191.2,None,25.6,3.8
"Pawnee, Nebraska",2.9,34933,21.5,4.7,8.3,73.2,4,None,91,32.8,34.6,None,57.3,2.5
"Perkins, Nebraska",5.1,54873,None,3.5,3.6,67.9,3,None,75,21.6,148.8,None,59.9,0.6
"Phelps, Nebraska",7,46800,9.1,4,5.2,70.8,3,None,91,21.4,295.8,None,181.2,2.7
"Pierce, Nebraska",2,48601,5.6,3.3,7,78.2,3,36.8,96,32.1,30.2,None,97.7,5.6
"Platte, Nebraska",2.3,47935,10.7,3.4,8.9,79,4,43.4,88,29.6,97.4,12.2,113.8,1.8
"Polk, Nebraska",2.2,49466,8.3,3.8,9.5,79.7,3,51.1,None,35.4,12.3,None,38.1,5.7
"Red Willow, Nebraska",7.9,39635,12.7,4.2,3.6,72.6,3,None,93,13.5,315.8,None,48.2,2.4
"Richardson, Nebraska",2.6,36113,17.2,4.3,8.6,77.9,4,72.5,80,28.1,62.9,None,24.6,2.5
"Rock, Nebraska",2.6,40716,10,4.2,7.3,84.2,4,None,None,25.9,182.3,None,36.3,1.8
"Saline, Nebraska",6.8,41286,16.8,3.8,4.2,71.9,3,None,85,15.5,492.5,None,76.9,3.1
"Sarpy, Nebraska",2.4,65487,6.6,3.4,4,74.3,5,53.4,94,45.6,66.9,6,136.4,0.8
"Saunders, Nebraska",2.6,56038,8,4.2,7.7,75.4,4,39.5,91,36.9,60.6,7.5,47.9,2.9
"Scotts Bluff, Nebraska",2.9,40664,13.7,4.1,6.5,67.5,4,63.4,88,30.5,127.4,10.3,230.5,1.9
"Seward, Nebraska",2.2,55631,8.8,3.9,7.6,79.9,4,47.5,96,38.8,42.8,None,70.3,2.3
"Sheridan, Nebraska",8,36081,16,4,2.7,62.6,3,None,85,14.9,986.4,None,49.4,1.6
"Sherman, Nebraska",2.2,39158,13.5,4.1,6.4,78.5,3,66.1,None,27.6,21.2,1.7,0,6.4
"Sioux, Nebraska",3.3,39325,None,4.7,4.6,68.7,4,None,89,33.5,165.1,None,242.3,1.4
"Stanton, Nebraska",8.2,48198,None,3.4,5.6,67.2,3,None,70,20.7,146.9,None,40.8,1.9
"Thayer, Nebraska",7.4,41579,13.4,4.7,7,75.4,3,None,89,22.7,221.4,None,105.2,2.7
"Thomas, Nebraska",9,51563,None,2.9,5.7,74,2,None,None,19.6,312,None,22.9,3.4
"Thurston, Nebraska",4.8,38750,26.9,4.5,4.3,78.3,3,63.7,None,27,None,27.7,101.5,2.9
"Valley, Nebraska",3.3,37857,15.2,4.8,7,75.9,4,None,94,33.5,142.6,None,118.1,2.7
"Washington, Nebraska",2.4,61223,7.7,4.1,4.9,72.1,4,49.3,93,38.3,19.6,None,89,1
"Wayne, Nebraska",1.9,48810,15,4.6,9.5,80.8,4,68,93,45.4,104.2,None,53,2.1
"Webster, Nebraska",6,38418,15.5,4.2,3.8,74.2,2,None,69,23.4,400.8,None,103.6,3.3
"Wheeler, Nebraska",8.4,36323,None,4.1,6,67.6,2,None,None,15.3,297.4,0,23.8,3.6
"York, Nebraska",2.4,46457,8.9,3.6,10.1,79.6,4,70,89,34.7,43.6,None,101,2.2
"Churchill, Nevada",4.6,46641,15,3.9,4.9,81.6,3,None,82,21.1,117.6,20.9,48.7,1.6
"Clark, Nevada",7.1,49489,15.1,4.2,2.4,56.4,4,31.5,62,29.5,714.8,18.8,171.4,1.1
"Douglas, Nevada",3.5,56254,10.2,4.1,1.8,76.5,4,None,None,16.9,221.6,14.5,35,5.3
"Elko, Nevada",5.3,65743,8.8,3.7,2.7,77,4,39.2,72,26.5,321.9,16.7,72.3,2.1
"Esmeralda, Nevada",7.6,28346,None,None,2.9,74.8,3,None,78,15.7,487,None,14.7,1.5
"Eureka, Nevada",9.6,None,None,4.6,3.4,75.2,3,None,83,10.9,None,None,33.8,3.4
"Humboldt, Nevada",5.6,55666,12.3,4.6,5.6,81.2,4,None,73,20.6,107.4,19.2,37,0
"Lander, Nevada",6.3,68087,None,4.5,6.6,77.8,3,None,None,21,264.9,None,87.9,2.2
"Lincoln, Nevada",5.4,37574,None,4.5,3.6,70.8,3,None,92,17.6,65,None,59.7,1.8
"Lyon, Nevada",5.2,43184,15,3.7,3.5,71.1,3,None,94,22,47.6,27.9,41.9,1.7
"Mineral, Nevada",9.8,32776,20.5,5.3,8.2,74.3,3,None,None,12.3,None,None,0,4.1
"Nye, Nevada",4.3,37324,18.9,4.4,5.5,73.3,3,None,93,20.9,326.1,28.3,11,5.5
"Pershing, Nevada",7.1,48767,18,4.1,2.9,71.1,2,54.9,None,16.1,891.3,None,0,1.5
"Storey, Nevada",2.4,57632,None,4.1,8.2,73.8,4,None,None,35.6,182.1,None,27.3,2.7
"Washoe, Nevada",6.7,49646,15.1,4.8,2.8,57.9,4,37.8,70,35,392.6,14.4,277.3,1.3
"White Pine, Nevada",4.4,45477,12.9,4.1,3.2,71.7,4,None,82,22.9,289.8,None,50,2.1
"Belknap, New Hampshire",3.5,54900,9.9,4.2,5.3,77.6,3,None,94,22.8,218,11.5,130,2.4
"Carroll, New Hampshire",4.1,47611,10.1,3.6,5.5,63.3,5,69,89,42.1,171.3,9.9,185.2,3.4
"Cheshire, New Hampshire",3.4,51625,11.4,4.1,3.8,59.6,4,59.8,88,37.8,186,6.1,191.1,2
"Coos, New Hampshire",6.1,39298,13.4,4.4,5.6,66.2,4,58.5,90,27.5,142.6,16.9,187.7,2.8
"Grafton, New Hampshire",3.2,51398,11.2,4.3,7.6,66.1,5,49.3,89,44.8,168.8,7.8,1285.3,3.3
"Hillsborough, New Hampshire",3.8,65360,8.6,4.3,3.8,61.1,5,53,84,44.7,251.9,10.7,236,1.9
"Merrimack, New Hampshire",3.2,61171,8.7,4.1,3.8,61.9,5,50.1,84,43.4,155.2,11.1,299.7,1.6
"Rockingham, New Hampshire",3.9,72398,5.5,3.9,4.1,62.3,5,61.1,90,47,122.9,8.5,200.2,1.7
"Strafford, New Hampshire",3.2,55060,10.5,4.3,3.4,59,4,50.2,81,42.4,210,8.7,178.9,1.7
"Sullivan, New Hampshire",3.2,50977,9.9,4.2,4.4,64.7,4,45.6,87,33.8,161.5,20.3,211.7,1.9
"Atlantic, New Jersey",10.6,50764,14.4,4.8,3.4,50.6,5,46.8,84,31,498.8,14.5,213.3,3.4
"Bergen, New Jersey",5,78431,7.2,5.1,5.5,54.3,5,65.7,93,51.3,97.6,9.7,506.3,3.1
"Burlington, New Jersey",5.7,73426,5.5,3.8,3.8,61.2,5,56.7,90,42.3,147.1,11.5,254.1,1.8
"Camden, New Jersey",6.9,57735,13,5,2.6,55.5,4,63.1,83,36.2,617.9,15.3,340.3,3.4
"Cape May, New Jersey",13.5,52879,10.1,4.4,6.6,56.3,5,52.1,88,35.4,276.8,15.5,92.9,4.6
"Cumberland, New Jersey",9.6,47502,17.5,5,3.2,55.6,4,63.3,75,20.2,533.7,22.6,110.1,2.7
"Essex, New Jersey",7.4,51569,16.6,6.3,3.8,48.6,4,73.2,81,37.4,673.6,17.7,398.2,5
"Gloucester, New Jersey",6.4,69755,8.1,4.1,3.1,59.6,5,54.8,90,36.7,159.7,11.4,121.7,1.8
"Hudson, New Jersey",5.9,54702,16.8,5.8,3.4,52.4,5,64.2,78,40.8,459.8,14.7,191.9,4.3
"Hunterdon, New Jersey",4.3,99350,4,4.1,5.3,62,5,70.2,95,54.7,48.2,16.9,304.4,2.2
"Mercer, New Jersey",5.3,68777,11.2,5.3,5,59.5,5,67.3,82,45,445.2,10.2,390.5,3.5
"Middlesex, New Jersey",5.5,74502,8.5,4.3,3.9,58.2,5,60.1,89,46.5,177.6,10.7,357.2,2.9
"Monmouth, New Jersey",5.5,79117,7,5,4.7,56.2,5,68.1,93,48.6,187.1,10.7,396.3,2.9
"Morris, New Jersey",4.5,92321,4.4,4.1,5.2,61.4,5,69.1,94,55.9,73.3,7.2,395.1,2.1
"Ocean, New Jersey",6.7,57223,10.4,4.5,3.4,53.9,5,56.8,90,32.3,113.9,11.4,129.4,2.1
"Passaic, New Jersey",7.5,53964,16.3,5.6,3.4,45.7,5,65.6,81,31.2,497.3,16.8,197.6,5.3
"Salem, New Jersey",7.7,55896,12.4,4.9,5.1,61.5,4,42.7,84,28.7,270.9,16.2,64.5,2.8
"Somerset, New Jersey",4.8,92683,5,4.3,4.8,60.6,5,63,93,56.8,75.2,8.7,443.7,2.6
"Sussex, New Jersey",5.7,81746,5.7,3.6,4.3,56.9,5,71.1,91,40.8,54,9.2,112.5,2.2
"Union, New Jersey",6.4,64123,10.8,5,4,51.7,4,65,85,37.6,417.6,11.7,255.8,3.3
"Warren, New Jersey",5.6,66374,7.8,4.1,3.6,56.6,4,64.6,90,37.1,93.4,10.5,134.8,2.9
"Bernalillo, New Mexico",5.1,45678,18,4.9,3.1,64.1,4,39.4,64,39.5,758,14.8,430.7,1.2
"Catron, New Mexico",7.2,37277,19.7,4.2,3.8,63.7,3,None,83,12.7,252.1,None,47.2,3.8
"Chaves, New Mexico",5.4,36627,21.3,4.3,4.5,74,3,43.9,67,25.9,566.6,16.1,154.4,0.9
"Cibola, New Mexico",7,34854,27.6,4.9,1.8,77.9,2,54.8,71,18.2,718.2,25.4,80,1.1
"Colfax, New Mexico",5.1,35319,17.7,5.1,2.6,65.6,3,None,65,26,643.8,18.1,37.2,2.2
"Curry, New Mexico",4.1,37319,18.9,5.3,4.5,69.2,4,37.8,80,30.1,464.7,12.6,104.8,0.6
"De Baca, New Mexico",3.6,None,None,None,8.6,80.3,3,None,86,22.4,48.4,None,34.4,3.4
"Dona Ana, New Mexico",6.8,35505,27,5.2,2.8,64.4,3,29.8,74,33.4,358.2,15.3,155.8,1.1
"Eddy, New Mexico",4.3,46019,12.5,4.9,4,79.3,4,41.1,78,24.7,617.9,14.3,95.5,0.9
"Grant, New Mexico",9.3,35474,20.2,4.6,6.2,68.7,3,None,89,18.8,69.9,17.6,73.5,4
"Guadalupe, New Mexico",6,27211,None,3.5,3.9,61.4,3,None,77,30.3,112.7,None,162.2,3.4
"Harding, New Mexico",6.7,31883,None,None,3,74.2,2,None,86,18.2,194.2,None,29.8,1.2
"Hidalgo, New Mexico",6.3,31899,24.3,None,1.2,76.4,3,None,48,14.3,137.9,None,0,0
"Lea, New Mexico",4.8,47450,15,4.3,3.1,79.6,4,36.2,77,20.7,480.8,19.4,55.6,1
"Lincoln, New Mexico",2.4,40261,14.7,4.2,7.8,88.5,4,None,None,29.7,212.4,None,155.5,7.8
"Los Alamos, New Mexico",2,99858,None,3.4,11.2,78.5,5,None,None,37.8,170,None,56.1,11.2
"Luna, New Mexico",19.9,27408,29.7,4.6,2.8,70.8,2,50.9,67,19.4,612.2,22.4,76.7,0.8
"McKinley, New Mexico",8.6,28509,35,7,1.8,77.6,2,50.9,71,17.5,635.2,26.1,136.4,1.6
"Mora, New Mexico",9.8,26658,19.7,5.4,10.7,75.9,2,72.7,None,19,61.5,None,0,2.1
"Otero, New Mexico",5.5,36750,21.8,4.6,2.4,70.5,4,42.4,82,25.8,317.1,20.4,110.8,1.2
"Quay, New Mexico",3.1,28831,21.4,4.7,7.8,78.1,4,None,None,18,None,None,0,7.8
"Rio Arriba, New Mexico",7.5,37674,21.2,5.4,2.2,74.8,3,40.2,68,24.2,489.1,25.5,79.8,1.2
"Roosevelt, New Mexico",1.9,36283,25.4,4.7,8.9,77,4,None,93,35.5,83.5,None,79.4,3
"Sandoval, New Mexico",5.8,54304,14.2,4.2,2.3,67.2,4,53,76,37.8,269.6,17.5,135.6,1.1
"San Juan, New Mexico",5.9,45112,22.4,5.2,2.7,75,3,34.1,70,25.2,643.7,24.4,136.8,0.9
"San Miguel, New Mexico",4.3,26465,29.4,5.8,11.6,84,4,None,None,36.7,109.3,None,46.5,3.5
"Santa Fe, New Mexico",4.7,49530,17,5.1,3.9,61.9,4,43.8,64,45.3,371.5,17.5,317.7,1.9
"Sierra, New Mexico",9.5,25675,22.6,4.4,5.2,69.7,3,0,78,25.8,399.2,None,77.8,1.7
"Socorro, New Mexico",3.4,31858,25.1,4.9,40.2,77.8,4,None,None,24.3,None,18.6,0,10
"Taos, New Mexico",3,30548,25.3,5.2,4.5,78.8,3,None,None,23.3,278.3,29.3,89.6,4.5
"Torrance, New Mexico",3.2,29167,28.6,5.2,7.8,77.6,3,None,95,17.4,228.8,32.8,67.9,2.9
"Union, New Mexico",4.6,36412,None,3.6,0,77.5,2,None,None,None,None,None,0,8.8
"Valencia, New Mexico",6.5,39786,23.6,5.1,2.5,65.1,3,28.9,68,23.6,497.4,21.9,45.9,0.9
"Albany, New York",4.3,55593,13,4.8,6.3,66.5,5,52,81,49.4,368,7.9,535.4,3.4
"Allegany, New York",5.6,39729,16.5,4.3,5.2,71.4,4,44.2,87,31.2,151.1,9.1,68.7,3.3
"Bronx, New York",8.3,32187,29.8,6.4,1.1,44.6,4,50.9,58,24.9,620,23.4,272.9,8.8
"Broome, New York",6,43017,17.4,4.8,4.1,68.2,4,56.8,80,37.8,267.5,10.5,259.3,2.2
"Cattaraugus, New York",6.3,39877,17.9,4.3,4.6,70.7,3,51,80,28.4,206.8,17.2,125.3,2.4
"Cayuga, New York",5.3,48280,12.7,4.2,4,71.7,4,49.3,77,32.1,200.3,16.5,87,1.9
"Chautauqua, New York",6.2,39714,19.1,4.6,5.9,69.6,4,46.5,80,33.2,225.9,16.5,114.2,2.6
"Chemung, New York",5.8,45681,15.7,4.7,4.3,72.3,4,36.2,76,33.6,225.1,14.5,233.9,2.1
"Chenango, New York",5.7,41129,15.5,4.3,4.2,71.3,4,47.7,82,28.3,121.6,15.8,84.8,2.6
"Clinton, New York",6.2,47064,14.5,4.7,4.4,69.7,4,46.3,83,30.9,100.4,11.8,227.5,2.8
"Columbia, New York",4.1,53667,9.8,4.3,4.5,65.5,4,53.4,78,39.6,146.8,21.4,157.3,3.2
"Cortland, New York",5.9,44133,14.7,4.4,4.5,70.1,4,59.3,80,35.7,136.7,7.8,101.7,1.6
"Delaware, New York",6,41624,14.2,4.2,4.9,69.3,4,42,87,30.7,140.3,17.6,55.5,3
"Dutchess, New York",4.5,67884,9,4.4,4.6,58,5,59.6,80,42.6,234.8,10.8,255.8,3.2
"Erie, New York",5.3,47411,14.6,5,4,68.6,4,55.6,80,42.4,468.1,11.5,371.7,3.2
"Essex, New York",7,44348,11.9,3.9,5.9,69,4,57,84,33.8,121.6,21.1,84.9,4.9
"Franklin, New York",7.2,42744,19.2,5.1,4.3,69.6,4,44.7,79,27.7,105,26.8,153.9,2.3
"Fulton, New York",6.9,41442,16.1,4.4,3.3,66.6,4,54.9,72,26.5,142.1,18.6,88,2
"Genesee, New York",5.1,46727,12.6,4,3.9,70.6,4,45.6,84,34.1,172.1,13.9,104.3,1.7
"Greene, New York",6.1,46477,15.1,4.5,5.6,62.2,4,46.4,78,30.3,206.8,40,68.2,2.5
"Hamilton, New York",2.5,48225,9.4,3.8,7.8,75.2,4,None,48,27.5,173,None,39.2,3.9
"Herkimer, New York",6.8,42164,15,4.4,3.9,71.7,4,43.1,78,33.7,239.2,13.9,63.8,2
"Jefferson, New York",7.2,43509,15.4,4.1,4.3,65.9,5,42.9,81,31.8,175.6,17,142.2,2.7
"Kings, New York",6.4,43136,23.2,6.4,1.5,47.9,4,62.9,65,36.8,632.7,19.1,297.7,9.9
"Lewis, New York",7.5,43842,13.5,3.9,2.2,73.9,4,38.5,83,25.2,93.2,16.4,95.6,1.1
"Livingston, New York",5.6,50093,13.4,4.3,3.6,70.9,4,55.3,88,37.1,75.8,9.6,74.2,2.2
"Madison, New York",5.8,50159,11.3,4,3.6,72.6,4,38.8,86,38.5,75,10.5,148.9,2.3
"Monroe, New York",5.1,49041,15,4.8,3.4,64.6,5,51.8,79,47.2,363.5,11.4,470.4,2.6
"Montgomery, New York",6.9,41330,18.7,4.6,4,67.1,4,41.4,71,28.8,129.2,21.7,130.4,2.4
"Nassau, New York",4.2,91438,6,4.4,4.4,54.7,5,68.2,90,49.4,173.4,9.5,616.3,4.4
"New York, New York",5.2,65201,17.7,8.6,6.5,58.2,5,69.1,67,62.5,620.1,13.4,1211.3,8.8
"Niagara, New York",6.2,44886,13.7,4.7,3.2,68.8,4,46.8,83,34.2,377.5,12.9,111.1,1.7
"Oneida, New York",5.4,45610,15.9,4.7,4.4,69.5,4,46.2,81,34,245.3,14.5,216.4,2.7
"Onondaga, New York",4.9,50771,14.8,5,4.4,68.6,5,50.4,79,44.9,357.1,10.4,489.5,2.7
"Ontario, New York",4.9,52864,9.5,4.1,4.4,70,5,50.2,88,44.8,131.5,7.6,235.9,1.8
"Orange, New York",4.6,65949,12.4,4.7,4.1,54.6,5,58.1,84,37.5,276.8,12.1,211.5,3.4
"Orleans, New York",6.4,45398,13.4,4.1,3.3,66.9,4,51.1,86,26.5,173.1,25.3,37.8,2.1
"Oswego, New York",7.1,44976,17.4,4.4,3.2,68.4,5,36.4,77,27.1,156,12.6,67.5,2.1
"Otsego, New York",5.2,44708,15.5,4.3,5.5,69,4,56.4,77,37.7,175.9,8.4,541.8,3.2
"Putnam, New York",4.1,89030,5.8,4.2,2.9,57.7,5,69.9,90,47,59.1,8,181.6,3.4
"Queens, New York",5.4,53353,15,4.8,2.2,50,4,56.3,70,37.7,632.6,14.5,249.6,7.2
"Rensselaer, New York",4.5,55628,13.2,4.5,4,66.5,4,57.3,83,41.7,310.1,9.6,153.5,2.4
"Richmond, New York",6.1,67925,11.9,5.1,2.8,55.5,4,56.3,75,37.3,632.6,14.7,389,5
"Rockland, New York",4.4,79514,13.6,5,3.9,53.8,5,62.3,87,47.6,159.5,11.1,353.9,3.3
"St. Lawrence, New York",7.1,40854,19.6,4.7,4.5,69.3,4,41.6,76,32.2,123,14,146.4,2.5
"Saratoga, New York",4.1,65357,6.5,4,4.8,70.9,5,63.4,87,49,64.9,9,200.8,1.2
"Schenectady, New York",4.6,52473,12.7,4.8,4.7,65.2,5,41,78,40.8,457,11.3,259.9,2.7
